step,loss,loss_delta,grad_norm,max_grad_abs,mean_grad_abs,nonfinite_loss_count,nonfinite_gradient_count,tokens_per_sec,step_ms,data_ms,h2d_ms,forward_ms,loss_ms,backward_ms,optimizer_ms,allocated_mib,reserved_mib,peak_allocated_mib,peak_reserved_mib,cuda_oom_count,cuda_malloc_retry_count,graph_breaks,compile,activation_checkpointing,checkpoint_save,fp8_status
34,5.2782793045043945,0.3755340576171875,3.235722303390503,n/a,n/a,0,0,5297.512252155065,3092.7724600041984,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
35,5.457242488861084,-0.17896318435668945,1.7711058855056763,n/a,n/a,0,0,4519.641040129918,3625.066648994107,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
36,5.335507392883301,0.1217350959777832,1.2574175596237183,n/a,n/a,0,0,4238.820292009654,3865.226376990904,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
37,5.135990619659424,0.19951677322387695,4.791847229003906,n/a,n/a,0,0,4178.628818432033,3920.9034139930736,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
38,5.201305866241455,-0.06531524658203125,2.155731678009033,n/a,n/a,0,0,4148.370175225248,3949.5028910023393,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
39,5.182941913604736,0.01836395263671875,1.6414865255355835,n/a,n/a,0,0,4056.3728253629,4039.076461995137,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
40,5.036860942840576,0.14608097076416016,3.622018337249756,n/a,n/a,0,0,4155.471678057128,3942.753379000351,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
41,4.951371192932129,0.08548974990844727,1.554455041885376,n/a,n/a,0,0,4290.75675396017,3818.440647999523,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
42,5.100937843322754,-0.149566650390625,1.7937067747116089,n/a,n/a,0,0,4320.6770436383995,3791.9982989988057,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
43,4.896481513977051,0.20445632934570312,1.5701371431350708,n/a,n/a,0,0,4166.69895726369,3932.1295270056,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
44,4.757855415344238,0.1386260986328125,1.8671326637268066,n/a,n/a,0,0,3939.4609711904186,4158.94461699645,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
45,5.024666786193848,-0.2668113708496094,1.2051873207092285,n/a,n/a,0,0,4087.781966055698,4008.0415580014233,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
46,4.989753723144531,0.034913063049316406,1.7371655702590942,n/a,n/a,0,0,4127.305298039721,3969.660303002456,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
47,4.691506385803223,0.2982473373413086,1.1728246212005615,n/a,n/a,0,0,4114.515410892773,3981.9999110040953,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
48,4.691995620727539,-0.0004892349243164062,1.4693251848220825,n/a,n/a,0,0,4479.220866638624,3657.7789950097213,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
49,4.436904430389404,0.25509119033813477,1.3019394874572754,n/a,n/a,0,0,4609.017582801716,3554.7705569915706,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
50,4.8678998947143555,-0.43099546432495117,1.091878890991211,n/a,n/a,0,0,5917.27520258863,2768.8419820042327,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
51,4.706909656524658,0.16099023818969727,1.6393781900405884,n/a,n/a,0,0,6012.434081407415,2725.019480989431,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
52,5.262692451477051,-0.5557827949523926,1.2232601642608643,n/a,n/a,0,0,6212.490901230328,2637.2674440062838,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
53,4.98787784576416,0.2748146057128906,1.2356842756271362,n/a,n/a,0,0,6152.633326646281,2662.924820993794,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
54,4.901464462280273,0.08641338348388672,1.2741910219192505,n/a,n/a,0,0,6259.267994962638,2617.5584769953275,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
55,3.9249930381774902,0.9764714241027832,1.008150577545166,n/a,n/a,0,0,5753.2375079927415,2847.787872000481,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
56,4.000977039337158,-0.07598400115966797,1.076145887374878,n/a,n/a,0,0,6053.196213195991,2706.6692410007818,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
57,4.377599239349365,-0.37662220001220703,1.4471971988677979,n/a,n/a,0,0,6038.385322600925,2713.3081320062047,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
58,4.219344615936279,0.15825462341308594,1.0598136186599731,n/a,n/a,0,0,5973.35105581319,2742.8490050078835,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
59,4.011594295501709,0.2077503204345703,0.9393441677093506,n/a,n/a,0,0,5952.567597251972,2752.425694008707,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
60,4.040035247802734,-0.02844095230102539,1.0975316762924194,n/a,n/a,0,0,5919.8582767470925,2767.6338239980396,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
61,4.351384162902832,-0.31134891510009766,1.099328637123108,n/a,n/a,0,0,6248.649743517972,2622.0064609951805,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
62,3.928572654724121,0.42281150817871094,1.1308057308197021,n/a,n/a,0,0,6152.319826718856,2663.0605139944237,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
63,4.0255327224731445,-0.09696006774902344,1.0857112407684326,n/a,n/a,0,0,6097.363822727867,2687.0628809992922,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
64,3.752774238586426,0.27275848388671875,0.8467234969139099,n/a,n/a,0,0,6099.300472157041,2686.2096849945374,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
65,3.9837050437927246,-0.23093080520629883,1.3245012760162354,n/a,n/a,0,0,6010.320272364844,2725.9778610023204,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
66,4.158198833465576,-0.17449378967285156,1.0733141899108887,n/a,n/a,0,0,6000.1350484791055,2730.605205986649,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
67,3.873223304748535,0.284975528717041,1.0669631958007812,n/a,n/a,0,0,6239.043082808609,2626.043734999257,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
68,4.160337448120117,-0.28711414337158203,1.1310423612594604,n/a,n/a,0,0,6061.3686891003645,2703.0198690044926,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
69,3.5867390632629395,0.5735983848571777,1.0859438180923462,n/a,n/a,0,0,6116.936486970667,2678.4649529872695,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
70,3.753964424133301,-0.16722536087036133,1.125548243522644,n/a,n/a,0,0,6357.36707917103,2577.167527997517,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
71,3.701719045639038,0.052245378494262695,1.0744664669036865,n/a,n/a,0,0,6274.624422979857,2611.15230100404,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
72,3.932558059692383,-0.23083901405334473,1.660317301750183,n/a,n/a,0,0,6172.0622454038,2654.5422499912092,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
73,3.718806266784668,0.21375179290771484,1.1698037385940552,n/a,n/a,0,0,6133.166856308699,2671.3768569898093,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
74,3.925032138824463,-0.20622587203979492,0.9049035906791687,n/a,n/a,0,0,5896.304697908403,2778.6895079916576,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
75,4.089158535003662,-0.16412639617919922,1.1303367614746094,n/a,n/a,0,0,5980.077639961429,2739.763760007918,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
76,4.308972358703613,-0.21981382369995117,0.8759505152702332,n/a,n/a,0,0,6135.493816542488,2670.36370500864,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
77,3.5276989936828613,0.781273365020752,0.905722439289093,n/a,n/a,0,0,6313.531169397571,2595.061236002948,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
78,3.5332441329956055,-0.005545139312744141,0.8664275407791138,n/a,n/a,0,0,6346.628422472417,2581.52816099755,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
79,4.204174518585205,-0.6709303855895996,1.1025477647781372,n/a,n/a,0,0,6405.83344221794,2557.6687479915563,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
80,3.6133008003234863,0.5908737182617188,1.0306825637817383,n/a,n/a,0,0,6295.112405982145,2602.6540819875663,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
81,4.015524864196777,-0.402224063873291,1.1654704809188843,n/a,n/a,0,0,6173.312888183097,2654.0044700086582,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
82,4.235950469970703,-0.22042560577392578,1.3119828701019287,n/a,n/a,0,0,6112.096514890385,2680.5859429878183,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
83,3.5134646892547607,0.7224857807159424,0.9658424854278564,n/a,n/a,0,0,5945.900560355252,2755.51194199943,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
84,3.6835503578186035,-0.17008566856384277,0.9318754076957703,n/a,n/a,0,0,5944.338268611235,2756.2361460004468,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
85,3.387162208557129,0.2963881492614746,1.1171458959579468,n/a,n/a,0,0,5779.836003194546,2834.682504995726,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
86,3.854785442352295,-0.467623233795166,1.3540303707122803,n/a,n/a,0,0,5843.849257555253,2803.6315240024123,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
87,3.7229552268981934,0.13183021545410156,0.8866952657699585,n/a,n/a,0,0,5854.22413908073,2798.662916000467,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
88,3.4035544395446777,0.3194007873535156,1.3878251314163208,n/a,n/a,0,0,5658.485871814581,2895.474225995713,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
89,3.709956645965576,-0.30640220642089844,1.2622689008712769,n/a,n/a,0,0,5661.288644258407,2894.040743994992,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
90,3.4694504737854004,0.24050617218017578,1.0951321125030518,n/a,n/a,0,0,5509.517870536248,2973.7629289884353,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
91,3.7161970138549805,-0.24674654006958008,1.0781010389328003,n/a,n/a,0,0,5415.38756959742,3025.4528950026724,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
92,3.2101385593414307,0.5060584545135498,1.1205724477767944,n/a,n/a,0,0,5312.4065999217055,3084.1012809978565,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
93,3.2189269065856934,-0.008788347244262695,1.038869857788086,n/a,n/a,0,0,5136.059607745496,3189.994129992556,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
94,3.174513101577759,0.04441380500793457,1.2053300142288208,n/a,n/a,0,0,5153.926646643055,3178.9354259963147,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
95,3.8201653957366943,-0.6456522941589355,0.9869491457939148,n/a,n/a,0,0,5069.6140831123585,3231.8041830003494,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
96,3.4717400074005127,0.34842538833618164,1.7695345878601074,n/a,n/a,0,0,4964.761530820145,3300.057796994224,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
97,3.505645751953125,-0.033905744552612305,1.4142042398452759,n/a,n/a,0,0,4809.691999533374,3406.4551330084214,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
98,3.5362133979797363,-0.030567646026611328,0.9018829464912415,n/a,n/a,0,0,4804.139221487633,3410.392423000303,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
99,3.6510605812072754,-0.11484718322753906,1.0370495319366455,n/a,n/a,0,0,4946.113485279961,3312.4998139974196,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
100,3.594928503036499,0.05613207817077637,1.0057141780853271,n/a,n/a,0,0,5153.384494405641,3179.26985998929,0.0,0.0,0.0,0.0,0.0,0.0,4167.36376953125,6604.0,6034.2783203125,6604.0,0,0,0,enabled,enabled,disabled,disabled
